3	0.4346
4	0.2912
5	0.1365
6	0.4575
7	0.3381
8	0.3726
9	0.0711
10	0.3558
11	0.1999
12	0.4612
13	0.1109
14	0.4211
15	0.4078
16	0.3559
17	0.4797
18	0.5104
19	0.6286
20	0.6290
21	0.5794
22	0.5262
23	0.3674
24	0.5858
25	0.5179
26	0.4180
27	0.3788
28	0.4360
29	0.3116
30	0.5129
31	0.3907
32	0.3012
33	0.7954
34	0.5626
35	0.7984
36	0.7371
37	0.6858
38	0.5171
39	0.8226
40	0.5399
42	0.3530
43	0.5692
44	0.7244
45	0.7177
46	0.5670
47	0.3988
48	0.3029
49	0.2116
50	0.3540
51	0.4934
52	0.4439
53	0.1642
54	0.5666
55	0.4983
56	0.4969
57	0.8800
58	0.5627
59	0.4919
60	0.5313
61	0.4813
62	0.2742
63	0.7247
64	0.3426
65	0.3095
66	0.4698
67	0.3637
68	0.0669
69	0.2465
70	0.3624
71	0.5868
72	0.2779
73	0.5891
74	0.3896
75	0.6292
76	0.4217
77	0.7963
78	0.4508
79	0.3335
80	0.7360
81	0.2436
82	0.3968
83	0.4435
84	0.2996
85	0.2492
86	0.4547
87	0.2478
88	0.5226
89	0.2413
90	0.3479
91	0.4537
92	0.7615
93	0.5779
94	0.3719
95	0.1664
96	0.2632
97	0.6937
98	0.2244
99	0.3036
100	0.4511
101	0.2895
102	0.3668
103	0.5545
104	0.5521
105	0.4235
106	0.3595
107	0.3843
108	0.3761
109	0.5294
110	0.4643
111	0.5947
112	0.5573
113	0.3912
114	0.5281
115	0.3329
116	0.3285
117	0.3355
118	0.5441
119	0.2169
120	0.5428
121	0.5844
122	0.7723
123	0.1492
124	0.1012
125	0.4816
126	0.4953
127	0.5121
128	0.1144
129	0.5272
130	0.3742
131	0.4840
133	0.3419
134	0.3566
135	0.1651
136	0.5976
137	0.1308
138	0.4220
139	0.1328
140	0.4484
141	0.3489
142	0.7131
143	0.5464
144	0.4423
145	0.4915
146	0.2977
147	0.3960
148	0.4152
149	0.4176
150	0.5717
151	0.1282
152	0.3698
153	0.4791
154	0.5136
155	0.3193
156	0.4211
157	0.5338
158	0.7944
160	0.6755
161	0.4036
162	0.5296
163	0.4149
164	0.5610
165	0.4763
166	0.2913
167	0.4971
168	0.5617
169	0.3177
170	0.3614
171	0.3372
172	0.5407
173	0.4151
175	0.4918
176	0.4205
177	0.3834
178	0.7008
179	0.4426
180	0.4627
181	0.3915
182	0.4716
183	0.4069
184	0.7330
185	0.5423
186	0.7913
187	0.4294
188	0.7269
189	0.6963
190	0.2987
191	0.4337
192	0.3562
193	0.1774
194	0.1913
195	0.5028
196	0.3849
197	0.6403
198	0.4698
199	0.4174
200	0.5179
201	0.7356
202	0.4651
203	0.3437
204	0.6656
205	0.7687
206	0.5505
207	0.5215
208	0.7324
209	0.4448
210	0.6110
211	0.5071
212	0.6332
213	0.3240
214	0.5584
215	0.4453
216	0.4113
217	0.4535
218	0.6219
219	0.4750
220	0.6509
221	0.6241
222	0.5763
223	0.4904
224	0.4200
225	0.6056
226	0.6234
227	0.4606
228	0.5997
229	0.6694
230	0.3948
231	0.5767
232	0.3822
233	0.4521
234	0.4081
235	0.4912
236	0.4306
237	0.4253
238	0.6302
239	0.6038
240	0.5883
241	0.3965
242	0.3896
243	0.3406
244	0.3863
245	0.4050
246	0.5953
247	0.5660
248	0.4369
249	0.4205
250	0.4990
251	0.5047
252	0.3668
253	0.6314
254	0.6667
255	0.4089
256	0.4488
257	0.6582
258	0.5199
259	0.4920
260	0.5224
261	0.6448
262	0.5195
263	0.6624
264	0.6620
265	0.4836
266	0.5376
267	0.2816
268	0.2466
269	0.4971
270	0.3189
271	0.3499
272	0.4672
273	0.3797
274	0.4462
275	0.3065
276	0.3889
277	0.5248
278	0.3474
279	0.2545
280	0.4905
281	0.5617
282	0.5172
283	0.4058
284	0.4239
285	0.5131
286	0.3630
287	0.5838
288	0.3226
289	0.2488
290	0.3410
291	0.2940
292	0.3212
293	0.4631
294	0.5409
295	0.4662
296	0.4365
297	0.3211
298	0.6539
299	0.4812
300	0.5134
301	0.3635
302	0.5342
303	0.4559
304	0.4654
305	0.3718
306	0.5389
307	0.4740
308	0.4893
309	0.4108
310	0.5029
311	0.7107
312	0.3433
313	0.6182
314	0.3725
315	0.3851
316	0.4155
317	0.2282
318	0.3560
319	0.3199
320	0.4519
321	0.6930
322	0.3628
323	0.3451
324	0.5753
325	0.5443
326	0.4267
327	0.4430
328	0.4239
329	0.2956
330	0.4622
331	0.5071
332	0.4327
333	0.2635
334	0.2643
335	0.5524
336	0.3715
337	0.2818
338	0.3787
339	0.3618
340	0.5431
341	0.3549
342	0.4531
343	0.2799
344	0.4989
345	0.2406
346	0.5644
347	0.7322
348	0.4618
349	0.6427
350	0.4552
351	0.6817
352	0.4631
353	0.5001
354	0.2905
355	0.6182
